2071,7/30/2021,NG,HH,N/A,10/1/2021,10/31/2021,(2),3.926,East Power,NYMEX
2072,8/2/2021,NG,HH,N/A,9/1/2021,9/30/2021,(1),4.01,East Power,NYMEX
2073,8/2/2021,NG,HH,N/A,9/1/2021,9/30/2021,1,4.006,East Power,NYMEX
2074,8/2/2021,P,PJM,On,8/1/2021,8/31/2021,5,46,East Power,ICE
2075,8/2/2021,NG,HH,N/A,9/1/2021,9/30/2021,(1),4.012,East Power,NYMEX
2076,8/2/2021,NG,HH,N/A,9/1/2021,9/30/2021,1,4.008,East Power,NYMEX
2077,8/2/2021,P,PJM,On,9/1/2021,9/30/2021,5,44.6,East Power,ICE
2078,8/2/2021,P,PJM,On,9/1/2021,9/30/2021,3,44.55,East Power,ICE
2079,8/2/2021,NG,HH,N/A,9/1/2021,9/30/2021,(1),4.009,East Power,NYMEX
2080,8/2/2021,NG,HH,N/A,9/1/2021,9/30/2021,1,4.005,East Power,NYMEX
2081,8/2/2021,NG,HH,N/A,9/1/2021,9/30/2021,(1),4.016,East Power,NYMEX
2082,8/2/2021,NG,HH,N/A,9/1/2021,9/30/2021,(1),4.023,East Power,NYMEX
2083,8/2/2021,NG,HH,N/A,9/1/2021,9/30/2021,1,4.019,East Power,NYMEX
2084,8/2/2021,P,PJM,On,9/1/2021,9/30/2021,5,44.75,East Power,ICE
2085,8/2/2021,NG,HH,N/A,9/1/2021,9/30/2021,1,4.011,East Power,NYMEX
2086,8/2/2021,P,PJM,On,8/1/2021,8/31/2021,5,46.6,East Power,ICE
2087,8/2/2021,P,PJM,On,8/1/2021,8/31/2021,5,46.75,East Power,ICE
2088,8/2/2021,P,PJM,On,9/1/2021,9/30/2021,1,44.6,East Power,ICE
2089,8/2/2021,P,PJM,On,9/1/2021,9/30/2021,1,44.5,East Power,ICE
2090,8/2/2021,P,PJM,On,8/1/2021,8/31/2021,(1),46.85,East Power,ICE
2091,8/2/2021,P,PJM,On,8/1/2021,8/31/2021,(1),46.95,East Power,ICE
2092,8/2/2021,P,PJM,On,8/1/2021,8/31/2021,(1),47,East Power,ICE
